,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
7305,0425099334,Shattered,Dean R. Koontz,1993,Berkley Publishing Group,http://images.amazon.com/images/P/0425099334.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425099334.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425099334.01.LZZZZZZZ.jpg
7364,0425192725,Q Is for Quarry,Sue Grafton,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425192725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425192725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425192725.01.LZZZZZZZ.jpg
7387,1565115430,Girl in Hyacinth Blue,Susan Vreeland,2001,Highbridge Audio,http://images.amazon.com/images/P/1565115430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565115430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1565115430.01.LZZZZZZZ.jpg
7428,031298328X,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/031298328X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031298328X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031298328X.01.LZZZZZZZ.jpg
7481,0440221595,The Glass Lake,Maeve Binchy,1996,Dell,http://images.amazon.com/images/P/0440221595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221595.01.LZZZZZZZ.jpg
7499,0440222656,The Horse Whisperer,Nicholas Evans,1996,Dell,http://images.amazon.com/images/P/0440222656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440222656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440222656.01.LZZZZZZZ.jpg
7540,0316899984,"River, Cross My Heart",Breena Clarke,1999,Little Brown &amp; Company,http://images.amazon.com/images/P/0316899984.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316899984.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316899984.01.LZZZZZZZ.jpg
7578,044922046X,Catering to Nobody,Diane Mott Davidson,1995,Fawcett Books,http://images.amazon.com/images/P/044922046X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044922046X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044922046X.01.LZZZZZZZ.jpg
7603,0064472272,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",Louise Rennison,2001,HarperTempest,http://images.amazon.com/images/P/0064472272.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064472272.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064472272.01.LZZZZZZZ.jpg
7617,0515128600,The Edge,Catherine Coulter,2000,Jove Books,http://images.amazon.com/images/P/0515128600.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515128600.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515128600.01.LZZZZZZZ.jpg
7619,0515121843,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/0515121843.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515121843.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515121843.01.LZZZZZZZ.jpg
7664,0312265840,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Press,http://images.amazon.com/images/P/0312265840.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312265840.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312265840.01.LZZZZZZZ.jpg
7675,0316780375,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,1998,Back Bay Books,http://images.amazon.com/images/P/0316780375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316780375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316780375.01.LZZZZZZZ.jpg
7686,0743436210,Hearts in Atlantis,Stephen King,2001,Pocket,http://images.amazon.com/images/P/0743436210.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743436210.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743436210.01.LZZZZZZZ.jpg
7702,0380564998,Jacob Have I Loved,Katherine Paterson,1981,Avon Books,http://images.amazon.com/images/P/0380564998.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380564998.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380564998.01.LZZZZZZZ.jpg
7709,0553582526,Dust to Dust,TAMI HOAG,2002,Bantam,http://images.amazon.com/images/P/0553582526.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582526.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582526.01.LZZZZZZZ.jpg
7719,0451152190,Over the Edge,Jonathan Kellerman,1993,New American Library,http://images.amazon.com/images/P/0451152190.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451152190.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451152190.01.LZZZZZZZ.jpg
7739,0446527017,Standoff,Sandra Brown,2000,Warner Books,http://images.amazon.com/images/P/0446527017.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527017.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527017.01.LZZZZZZZ.jpg
7765,0373218036,"Truly, Madly Manhattan",Nora Roberts,2003,Silhouette,http://images.amazon.com/images/P/0373218036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373218036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373218036.01.LZZZZZZZ.jpg
7847,0451186923,The Deep End of the Ocean,Jacquelyn Mitchard,1997,New Amer Library,http://images.amazon.com/images/P/0451186923.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451186923.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451186923.01.LZZZZZZZ.jpg
7851,0553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986,Bantam,http://images.amazon.com/images/P/0553280341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280341.01.LZZZZZZZ.jpg
7852,0553280368,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1987,Bantam,http://images.amazon.com/images/P/0553280368.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280368.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280368.01.LZZZZZZZ.jpg
7856,0451176464,Gerald's Game,Stephen King,2001,Signet Book,http://images.amazon.com/images/P/0451176464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451176464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451176464.01.LZZZZZZZ.jpg
7857,0671894455,FORREST GUMP (Movie Tie in),Winston Groom,1994,Pocket,http://images.amazon.com/images/P/0671894455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671894455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671894455.01.LZZZZZZZ.jpg
7858,0451186362,Rose Madder,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451186362.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451186362.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451186362.01.LZZZZZZZ.jpg
7888,0441569595,Neuromancer (Remembering Tomorrow),William Gibson,1995,Ace Books,http://images.amazon.com/images/P/0441569595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441569595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441569595.01.LZZZZZZZ.jpg
7893,0425147363,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425147363.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147363.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147363.01.LZZZZZZZ.jpg
7990,044022425X,Drums of Autumn,DIANA GABALDON,1997,Dell,http://images.amazon.com/images/P/044022425X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044022425X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044022425X.01.LZZZZZZZ.jpg
7993,0440217563,Voyager,DIANA GABALDON,1994,Dell,http://images.amazon.com/images/P/0440217563.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440217563.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440217563.01.LZZZZZZZ.jpg
8027,014023313X,The Stone Diaries,Carol Shields,1995,Penguin Books,http://images.amazon.com/images/P/014023313X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014023313X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014023313X.01.LZZZZZZZ.jpg
8108,006001203X,Dr. Atkins' New Diet Revolution,Robert C. Atkins,2001,Avon Books,http://images.amazon.com/images/P/006001203X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006001203X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006001203X.01.LZZZZZZZ.jpg
8123,0440207622,Daddy,DANIELLE STEEL,1990,Dell,http://images.amazon.com/images/P/0440207622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440207622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440207622.01.LZZZZZZZ.jpg
8127,0399142495,Small Town Girl,LaVyrle Spencer,1997,Putnam Pub Group,http://images.amazon.com/images/P/0399142495.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399142495.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399142495.01.LZZZZZZZ.jpg
8145,0345453816,Killjoy,Julie Garwood,2003,Ballantine Books,http://images.amazon.com/images/P/0345453816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345453816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345453816.01.LZZZZZZZ.jpg
8186,0688162827,Tell Me Your Dreams,Sidney Sheldon,1998,William Morrow &amp; Company,http://images.amazon.com/images/P/0688162827.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688162827.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688162827.01.LZZZZZZZ.jpg
8310,0553571885,A Thin Dark Line (Mysteries &amp; Horror),TAMI HOAG,1998,Bantam,http://images.amazon.com/images/P/0553571885.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553571885.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553571885.01.LZZZZZZZ.jpg
8311,014034294X,Matilda,Roald Dahl,1990,Puffin Books,http://images.amazon.com/images/P/014034294X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014034294X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014034294X.01.LZZZZZZZ.jpg
8379,0553578022,The Face of Deception,Iris Johansen,1999,Bantam Books,http://images.amazon.com/images/P/0553578022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553578022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553578022.01.LZZZZZZZ.jpg
8380,0449219364,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991,Fawcett Books,http://images.amazon.com/images/P/0449219364.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449219364.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449219364.01.LZZZZZZZ.jpg
8406,0743227441,The Other Boleyn Girl,Philippa Gregory,2002,Touchstone,http://images.amazon.com/images/P/0743227441.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743227441.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743227441.01.LZZZZZZZ.jpg
8422,0553275976,The Bonfire of the Vanities,Tom Wolfe,1988,Bantam Books,http://images.amazon.com/images/P/0553275976.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553275976.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553275976.01.LZZZZZZZ.jpg
8423,0553122509,All Creatures Great and Small,James Herriot,0,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553122509.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553122509.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553122509.01.LZZZZZZZ.jpg
8424,0140092323,Lake Wobegon days,Garrison Keillor,1986,Penguin Books,http://images.amazon.com/images/P/0140092323.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140092323.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140092323.01.LZZZZZZZ.jpg
8462,0553578308,Tough Cookie,Diane Mott Davidson,2001,Bantam Books,http://images.amazon.com/images/P/0553578308.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553578308.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553578308.01.LZZZZZZZ.jpg
8609,0671001787,Alaska,Frank Lauria,1996,Aladdin,http://images.amazon.com/images/P/0671001787.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671001787.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671001787.01.LZZZZZZZ.jpg
8690,0446610542,The Bachelor (Warner Books Contemporary Romance),Carly Phillips,2002,Warner Forever,http://images.amazon.com/images/P/0446610542.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610542.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610542.01.LZZZZZZZ.jpg
8790,0786000872,The Promise,Mandalyn Kaye,1995,Pinnacle Books,http://images.amazon.com/images/P/0786000872.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786000872.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786000872.01.LZZZZZZZ.jpg
8892,0451178599,Needful Things,Stephen King,1993,New Amer Library,http://images.amazon.com/images/P/0451178599.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451178599.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451178599.01.LZZZZZZZ.jpg
8898,0451170385,Four Past Midnight,Stephen King,2001,Signet Book,http://images.amazon.com/images/P/0451170385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451170385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451170385.01.LZZZZZZZ.jpg
8931,006016848X,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,1992,HarperCollins Publishers,http://images.amazon.com/images/P/006016848X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006016848X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006016848X.01.LZZZZZZZ.jpg
8940,0671727583,Smart Women,Judy Blume,1990,Pocket Books,http://images.amazon.com/images/P/0671727583.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671727583.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671727583.01.LZZZZZZZ.jpg
8957,0515133302,Hemlock Bay,Catherine Coulter,2002,Jove Books,http://images.amazon.com/images/P/0515133302.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515133302.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515133302.01.LZZZZZZZ.jpg
8986,0446532452,The Wedding,Nicholas Sparks,2003,Warner Books,http://images.amazon.com/images/P/0446532452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446532452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446532452.01.LZZZZZZZ.jpg
9019,042510107X,Red Storm Rising,Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/042510107X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042510107X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042510107X.01.LZZZZZZZ.jpg
9133,0312966806,Tell Me Lies (Tell Me Lies),Jennifer Crusie,1999,St. Martin's Press,http://images.amazon.com/images/P/0312966806.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312966806.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312966806.01.LZZZZZZZ.jpg
9261,0446603716,Hide &amp; Seek,James Patterson,1996,Warner Books,http://images.amazon.com/images/P/0446603716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446603716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446603716.01.LZZZZZZZ.jpg
9263,0440193613,Wanderlust,Danielle Steel,1987,Dell,http://images.amazon.com/images/P/0440193613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440193613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440193613.01.LZZZZZZZ.jpg
9272,0373825013,"Whirlwind (Tyler, Book 1)",Nancy Martin,1992,Harlequin,http://images.amazon.com/images/P/0373825013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373825013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373825013.01.LZZZZZZZ.jpg
9285,0451157443,Carrie,Stephen King,1994,Signet Book,http://images.amazon.com/images/P/0451157443.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451157443.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451157443.01.LZZZZZZZ.jpg
9293,0671880314,Schindler's List,Thomas Keneally,1993,Touchstone,http://images.amazon.com/images/P/0671880314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671880314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671880314.01.LZZZZZZZ.jpg
9297,0446513067,The General's Daughter,Nelson DeMille,1992,Warner Books,http://images.amazon.com/images/P/0446513067.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446513067.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446513067.01.LZZZZZZZ.jpg
9390,0385502532,Drowning Ruth,Christina Schwarz,2000,Doubleday,http://images.amazon.com/images/P/0385502532.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385502532.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385502532.01.LZZZZZZZ.jpg
9414,0553263226,The Bourne Supremacy,Robert Ludlum,1987,Bantam,http://images.amazon.com/images/P/0553263226.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553263226.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553263226.01.LZZZZZZZ.jpg
9420,0373218397,Summer Pleasures,Nora Roberts,2002,Silhouette,http://images.amazon.com/images/P/0373218397.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373218397.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373218397.01.LZZZZZZZ.jpg
9490,0399143874,Homeport,Nora Roberts,1998,Putnam Publishing Group,http://images.amazon.com/images/P/0399143874.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399143874.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399143874.01.LZZZZZZZ.jpg
9500,0440222842,Five Days in Paris,DANIELLE STEEL,1997,Dell,http://images.amazon.com/images/P/0440222842.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440222842.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440222842.01.LZZZZZZZ.jpg
9534,0679433740,Paradise,Toni Morrison,1998,Alfred A. Knopf,http://images.amazon.com/images/P/0679433740.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679433740.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679433740.01.LZZZZZZZ.jpg
9536,0375703063,A Virtuous Woman (Oprah's Book Club (Paperback)),Kaye Gibbons,1997,Vintage Books,http://images.amazon.com/images/P/0375703063.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375703063.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375703063.01.LZZZZZZZ.jpg
9615,0446360589,The Burden of Proof,Scott Turow,1991,Warner Books,http://images.amazon.com/images/P/0446360589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446360589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446360589.01.LZZZZZZZ.jpg
9621,0385306024,Accident,Danielle Steel,1994,Delacorte Press,http://images.amazon.com/images/P/0385306024.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385306024.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385306024.01.LZZZZZZZ.jpg
9623,0446802204,Master of the Game,Sidney Sheldon,1983,Not Avail,http://images.amazon.com/images/P/0446802204.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446802204.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446802204.01.LZZZZZZZ.jpg
9624,0446329894,If Tomorrow Comes,Sidney Sheldon,1986,Warner Books> C/o Little Br,http://images.amazon.com/images/P/0446329894.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446329894.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446329894.01.LZZZZZZZ.jpg
9691,0553580221,False Memory,Dean R. Koontz,2000,Bantam Books,http://images.amazon.com/images/P/0553580221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580221.01.LZZZZZZZ.jpg
9722,0399139087,Second Nature,Alice Hoffman,1994,Putnam Pub Group,http://images.amazon.com/images/P/0399139087.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399139087.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399139087.01.LZZZZZZZ.jpg
9739,0312958129,Coming Home,Rosamunde Pilcher,1996,St. Martin's Press,http://images.amazon.com/images/P/0312958129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312958129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312958129.01.LZZZZZZZ.jpg
9750,0345368754,Foucault's Pendulum,Umberto Eco,1990,Ballantine Books,http://images.amazon.com/images/P/0345368754.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345368754.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345368754.01.LZZZZZZZ.jpg
9845,0061099708,Colony,Anne Rivers Siddons,1993,HarperTorch,http://images.amazon.com/images/P/0061099708.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061099708.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061099708.01.LZZZZZZZ.jpg
10077,0446359750,Devices and Desires,Phyllis White,1991,Warner Books,http://images.amazon.com/images/P/0446359750.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446359750.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446359750.01.LZZZZZZZ.jpg
10095,0553581554,The Killing Game: Only One Can Win...and the Loser Dies,Iris Johansen,2000,Bantam Books,http://images.amazon.com/images/P/0553581554.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553581554.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553581554.01.LZZZZZZZ.jpg
10149,0451180232,Nightmares &amp; Dreamscapes,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451180232.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451180232.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451180232.01.LZZZZZZZ.jpg
10172,0451137965,Thinner,Stephen King,1985,New Amer Library,http://images.amazon.com/images/P/0451137965.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451137965.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451137965.01.LZZZZZZZ.jpg
10300,0425105334,The Talisman,Stephen King,1991,Berkley Publishing Group,http://images.amazon.com/images/P/0425105334.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425105334.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425105334.01.LZZZZZZZ.jpg
10325,0671886665,A Cry In The Night,Mary Higgins Clark,1993,Pocket,http://images.amazon.com/images/P/0671886665.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671886665.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671886665.01.LZZZZZZZ.jpg
10439,080411868X,"Welcome to the World, Baby Girl!",Fannie Flagg,1999,Ballantine Books,http://images.amazon.com/images/P/080411868X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080411868X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080411868X.01.LZZZZZZZ.jpg
10503,0425145638,Fatal Cure,Robin Cook,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425145638.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425145638.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425145638.01.LZZZZZZZ.jpg
10504,140003065X,A Fine Balance,Rohinton Mistry,2001,Vintage Books USA,http://images.amazon.com/images/P/140003065X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/140003065X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/140003065X.01.LZZZZZZZ.jpg
10529,0671011367,Deja Dead,Kathy Reichs,1998,Pocket,http://images.amazon.com/images/P/0671011367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671011367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671011367.01.LZZZZZZZ.jpg
10550,0553569910,The Ugly Duckling,Iris Johansen,1997,Bantam Books,http://images.amazon.com/images/P/0553569910.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569910.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569910.01.LZZZZZZZ.jpg
10615,0060391626,I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998,Regan Books,http://images.amazon.com/images/P/0060391626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060391626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060391626.01.LZZZZZZZ.jpg
10643,0440200563,Fine Things,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440200563.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440200563.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440200563.01.LZZZZZZZ.jpg
10740,0553213172,Anne of the Island,Lucy Maud Montgomery,1983,Bantam Classics,http://images.amazon.com/images/P/0553213172.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213172.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213172.01.LZZZZZZZ.jpg
10917,0312974256,Welcome to Temptation,Jennifer Crusie,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312974256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312974256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312974256.01.LZZZZZZZ.jpg
10926,0679425268,Sole Survivor,DEAN KOONTZ,1997,Knopf,http://images.amazon.com/images/P/0679425268.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679425268.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679425268.01.LZZZZZZZ.jpg
10928,0515128546,Tears of the Moon (Irish Trilogy),Nora Roberts,2000,Jove Books,http://images.amazon.com/images/P/0515128546.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515128546.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515128546.01.LZZZZZZZ.jpg
10938,0385413041,Beach Music,PAT CONROY,1995,Nan A. Talese,http://images.amazon.com/images/P/0385413041.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385413041.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385413041.01.LZZZZZZZ.jpg
10969,0345422317,The Genesis Code,John Case,1998,Ballantine Books,http://images.amazon.com/images/P/0345422317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345422317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345422317.01.LZZZZZZZ.jpg
11056,0425168468,Practical Magic,Alice Hoffman,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425168468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425168468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425168468.01.LZZZZZZZ.jpg
